0.814043,-4.40132
0.815519,-4.34696
0.817125,-4.29274
0.818862,-4.23866
0.820731,-4.18472
0.822733,-4.13092
0.824868,-4.07728
0.827138,-4.02379
0.829543,-3.97046
0.832084,-3.9173
0.834762,-3.8643
0.837578,-3.81148
0.840532,-3.75883
0.843626,-3.70637
0.84686,-3.65409
0.850234,-3.60199
0.853751,-3.5501
0.85741,-3.4984
0.861213,-3.4469
0.86516,-3.39561
0.869252,-3.34453
0.87349,-3.29366
0.877875,-3.24302
0.882408,-3.19259
0.887089,-3.1424
0.891919,-3.09244
0.896899,-3.04271
0.90203,-2.99322
0.907313,-2.94398
0.912748,-2.89499
0.918337,-2.84625
0.924079,-2.79777
0.929977,-2.74955
0.936031,-2.7016
0.942241,-2.65392
0.948609,-2.60651
0.955135,-2.55938
0.96182,-2.51253
0.968665,-2.46598
0.97567,-2.41971
0.982838,-2.37374
0.990167,-2.32807
0.99766,-2.2827
1.00532,-2.23764
1.01314,-2.1929
1.02113,-2.14847
1.03051,-2.0941
1.03857,-2.04122
1.04534,-1.98978
1.05083,-1.93977
1.05508,-1.89116
1.05812,-1.84392
1.05995,-1.79802
1.06062,-1.75343
1.06013,-1.71013
1.05853,-1.6681
1.05583,-1.62729
1.05205,-1.5877
1.04723,-1.54928
1.04139,-1.51201
1.03454,-1.47586
1.02673,-1.44081
1.01796,-1.40683
1.00827,-1.37388
0.997683,-1.34195
0.986218,-1.31101
0.973903,-1.28103
0.960763,-1.25197
0.946822,-1.22382
0.932105,-1.19655
0.916636,-1.17012
0.90044,-1.14452
0.883543,-1.11971
0.865968,-1.09567
0.84774,-1.07236
0.828884,-1.04977
0.809425,-1.02786
0.789387,-1.0066
0.768795,-0.985978
0.747674,-0.965955
0.726049,-0.946506
0.703943,-0.927604
0.681382,-0.90922
0.658391,-0.891329
0.634994,-0.873902
0.611216,-0.856912
0.587081,-0.840331
0.562615,-0.824132
0.537841,-0.808288
0.512785,-0.792771
0.487472,-0.777554
0.461925,-0.762608
0.43617,-0.747907
0.410231,-0.733424
0.384134,-0.719131
0.357902,-0.704999
0.331561,-0.691003
0.305135,-0.677114
0.278648,-0.663306
0.252126,-0.649549
0.225594,-0.635818
0.199075,-0.622085
0.172595,-0.608322
0.146178,-0.594502
0.119849,-0.580597
0.0936322,-0.56658
0.0675531,-0.552423
0.041636,-0.538099
0.0159057,-0.523581
-0.00961327,-0.508841
-0.0348961,-0.493852
-0.0599182,-0.478585
-0.0846549,-0.463015
-0.109081,-0.447113
-0.133173,-0.430851
-0.156905,-0.414203
-0.180253,-0.397141
-0.203192,-0.379638
-0.225697,-0.361666
-0.247745,-0.343197
-0.269309,-0.324204
-0.290365,-0.30466
-0.310889,-0.284537
-0.330857,-0.263808
-0.350242,-0.242446
-0.369021,-0.220422
-0.387169,-0.19771
-0.404661,-0.174281
-0.421472,-0.15011
-0.437579,-0.125167
-0.452955,-0.0994263
-0.467577,-0.0728596
-0.48142,-0.0454397
-0.494459,-0.017139
-0.506669,0.0120697
-0.518026,0.0422141
-0.528505,0.0733215
-0.538081,0.105419
-0.54673,0.138535
-0.554427,0.172696
-0.561147,0.20793
-0.566865,0.244265
-0.571558,0.281727
-0.575199,0.320344
-0.577765,0.360144
-0.579231,0.401154
-0.581737,0.517255
-0.584167,0.632184
-0.586522,0.745964
-0.588801,0.858615
-0.591005,0.970162
-0.593136,1.08062
-0.595193,1.19003
-0.597177,1.29839
-0.599089,1.40574
-0.600929,1.51209
-0.602698,1.61748
-0.604396,1.72191
-0.606024,1.82541
-0.607583,1.92802
-0.609072,2.02973
-0.610493,2.13059
-0.611846,2.23061
-0.613132,2.32982
-0.61435,2.42823
-0.615503,2.52587
-0.61659,2.62276
-0.617611,2.71893
-0.618568,2.81439
-0.619461,2.90917
-0.620291,3.00329
-0.621058,3.09677
-0.621762,3.18963
-0.622404,3.28191
-0.622985,3.37361
-0.623506,3.46477
-0.623966,3.5554
-0.624366,3.64552
-0.624708,3.73517
-0.624991,3.82435
-0.625216,3.9131
-0.625383,4.00143
-0.625494,4.08937
-0.625548,4.17695
-0.625547,4.26417
-0.62549,4.35107
-0.625379,4.43766
-0.625214,4.52398
-0.624995,4.61003
-0.624723,4.69585
-0.624399,4.78146
-0.624023,4.86687
-0.623596,4.95212
-0.623117,5.03722
-0.622589,5.12219
-0.622011,5.20706
-0.621384,5.29185
-0.620708,5.37658
-0.619984,5.46128
-0.619213,5.54596
-0.618395,5.63065
-0.617531,5.71537
-0.61662,5.80015
-0.615665,5.885
-0.614665,5.96995
-0.61362,6.05502
-0.612533,6.14023
-0.611402,6.22561
-0.610228,6.31118
-0.609013,6.39695
-0.607756,6.48296
-0.606459,6.56922
-0.605121,6.65575
-0.603744,6.74259
-0.602327,6.82974
-0.600872,6.91724
-0.599379,7.0051
-0.597848,7.09336
-0.596281,7.18202
-0.594677,7.27111
-0.593037,7.36066
-0.591362,7.45068
-0.589652,7.54121
-0.587908,7.63225
-0.58613,7.72384
-0.584319,7.816
-0.582476,7.90874
-0.580601,8.0021
-0.578694,8.09608
-0.576757,8.19073
-0.574789,8.28605
-0.572792,8.38206
-0.570765,8.47881
-0.56871,8.57629
-0.566626,8.67454
-0.564515,8.77358
-0.562378,8.87343
-0.560213,8.97412
-0.558023,9.07566
-0.555807,9.17808
-0.553567,9.2814
-0.551303,9.38564
-0.549015,9.49082
-0.546703,9.59698
-0.544369,9.70412
-0.542014,9.81227
-0.540951,9.85792
-0.539783,9.90272
-0.538532,9.94667
-0.537218,9.9898
-0.535861,10.0321
-0.534484,10.0736
-0.533106,10.1142
-0.531749,10.1541
-0.530433,10.1932
-0.52918,10.2315
-0.52801,10.269
-0.526944,10.3057
-0.526004,10.3417
-0.525209,10.3769
-0.524581,10.4114
-0.524142,10.4451
-0.52391,10.4781
-0.523909,10.5104
-0.524157,10.5419
-0.524678,10.5728
-0.52549,10.6029
-0.526616,10.6324
-0.528075,10.6611
-0.52989,10.6892
-0.532081,10.7166
-0.534668,10.7434
-0.537673,10.7695
-0.541116,10.7949
-0.545019,10.8197
-0.549402,10.8439
-0.554287,10.8675
-0.559693,10.8904
-0.565643,10.9127
-0.572157,10.9344
-0.579255,10.9556
-0.586959,10.9761
-0.59529,10.9961
-0.604268,11.0155
-0.613915,11.0343
-0.624251,11.0526
-0.635297,11.0703
-0.647074,11.0875
-0.659603,11.1041
-0.672905,11.1203
-0.687001,11.1359
-0.701912,11.151
-0.717658,11.1656
-0.73426,11.1797
-0.75174,11.1933
-0.770118,11.2065
-0.789416,11.2191
-0.809653,11.2314
-0.830852,11.2431
-0.853032,11.2544
-0.876215,11.2653
-0.900421,11.2757
-0.925672,11.2857
-0.951989,11.2953
-0.979392,11.3045
-1.0079,11.3133
-1.03754,11.3217
-1.06833,11.3297
-1.10028,11.3374
-1.13343,11.3446
-1.16779,11.3515
-1.20338,11.3581
-1.24023,11.3643
-1.27835,11.3701
-1.31777,11.3756
-1.3585,11.3808
-1.40057,11.3857
-1.44399,11.3903
-1.4888,11.3946
-1.535,11.3986
-1.58263,11.4023
-1.6317,11.4057
-1.68223,11.4088
-1.73424,11.4117
-1.78776,11.4144
-1.8428,11.4167
-1.89939,11.4189
-1.95755,11.4208
-2.01729,11.4225
-2.07864,11.424
-2.14162,11.4252
-2.20626,11.4263
-2.27256,11.4272
-2.34056,11.4279
-2.41027,11.4284
-2.48171,11.4287
-2.55491,11.4289
-2.62988,11.4289
-2.70665,11.4288
-2.78524,11.4286
-2.86567,11.4282
-2.94796,11.4277
-3.03212,11.427
-3.11819,11.4263
-3.20618,11.4255
]
